priority,flag,coin_id,year,program,denomination,mint_mark,condition,cost,quantity,description,personal_notes,source_file,question_for_AJ
2,Missing Year,38092792-a476-4587-ac00-84637033bbd5,,Liberty Head Gold Half Eagle,$5,,AU-50,$595.00,1,,Year range provided as 1866-1908. Coin in Deluxe Holder.,,
2,Missing Year,af62b4a0-0c0f-415b-8d4b-151b90dc13ef,,Liberty Head Gold Half Eagle,$5,,AU-58,$0.00,1,,Year range provided as 1866-1909. Coin includes motto 'In Go,,
2,Missing Year,f3cdc8e8-b34b-466e-9051-fab47dec21be,,Liberty Head Gold Half Eagle,$5,,Extremely Fine,$575.00,1,,Coin in deluxe holder. Year range provided as 1866-1908.,,
2,Looks like a SET — confirm if individual coin or set record,69a6820d-51e8-4153-ab15-eddc78c9721d,N/A,"Liberty Head Half Eagle (with Motto, 1866-1908)",$5,,AU-50,$595.00,1,,Coin is housed in a deluxe holder. The specific year of the ,,
2,Year 'N/A' looks invalid,69a6820d-51e8-4153-ab15-eddc78c9721d,N/A,"Liberty Head Half Eagle (with Motto, 1866-1908)",$5,,AU-50,$595.00,1,,Coin is housed in a deluxe holder. The specific year of the ,,
2,Looks like a SET — confirm if individual coin or set record,1a19af9f-2ef4-4bb4-b8fc-55fff53fdd63,N/A,"Liberty Head Half Eagle (with motto, 1866-1908)",$5,,AU-58,$0.00,1,,Cost paid in points. The specific year of the coin is not pr,,
2,Year 'N/A' looks invalid,1a19af9f-2ef4-4bb4-b8fc-55fff53fdd63,N/A,"Liberty Head Half Eagle (with motto, 1866-1908)",$5,,AU-58,$0.00,1,,Cost paid in points. The specific year of the coin is not pr,,
2,Year 'N/A' looks invalid,229a5c32-8b00-4920-86cb-eaa95e5e0a15,N/A,Liberty Head Nickel,Nickel,,Ungraded,$159.00,15,,Lot of 15 coins from the 1883-1912 Liberty Head Nickel serie,,
2,Year 'N/A' looks invalid,2903ee22-fc82-47b8-ae0a-26cb796ea815,N/A,Liberty Head Nickel,Nickel,,Ungraded,$168.00,15,,Lot of 15 coins from the 1883-1912 Liberty Head Nickel serie,,
2,Looks like a SET — confirm if individual coin or set record,1a3b5324-6a30-4d22-8e7a-f218878a80e7,1888,Liberty Seated,Dime,,Good,$69.00,1,,U.S. DIME COLLECTION SELECTION,invoices/queue/9e213a57-793e-447f-bc76-55b1a7f1a117_Scan_20260129 (33).pdf,
2,Looks like a SET — confirm if individual coin or set record,d14aefcd-7dcb-4b1b-b8d0-bd5c9764b8fd,1891,Liberty Seated,Liberty Seated Silver Dime,S,Very Good,$72.95,1,,U.S. DIME COLLECTION SELECTION,invoices/queue/42410dbd-2e60-48e7-8148-753bf700afc3_Scan_20260202 (3).pdf,
2,Looks like a SET — confirm if individual coin or set record,9785460a-5903-46cc-9754-cbe45338dd6d,1887,Liberty Walking Half Dollar,Half Dollar,P,Extremely Fine,$49.50,1,,Note: Year 1887 is inconsistent with 'Liberty Walking Half D,,
2,Looks like a SET — confirm if individual coin or set record,b0a58589-9b79-4fb4-9cf1-d12660ef231c,1889,Liberty Walking Half Dollar,Half Dollar,P,Extremely Fine,$36.00,1,,Note: Year 1889 is inconsistent with 'Liberty Walking Half D,,
2,Looks like a SET — confirm if individual coin or set record,782d600f-041e-4d29-bb2f-819205fe4260,2009,Lincoln Bicentennial cents colorized and gold plated 8 coin set,,,,$6.95,1,Lincoln Bicentennial cents colorized and gold plated 8 coin set,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,7d235c45-de40-4782-9848-2d1c5f338d16,1915,Lincoln Cent,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,38b6b997-9ef4-4328-8027-5ce548bbea52,1953,Lincoln Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,31fd7a4b-c0a3-4998-b0ab-144384ccfca9,1909,Lincoln Cent Series,Penny,,Extremely Fine,,1,,"VDB initials, Xtra Fine #2, Paid in points",,
2,Looks like a SET — confirm if individual coin or set record,e0e87780-1698-4d37-9caa-353e52f1f1e8,1909,Lincoln Cent Series,Penny,S,Very Fine,$270.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,80c5e8f2-3e1f-4b93-bf4c-2f0b5242f762,1910,Lincoln Cent Series,Penny,,Very Good,$350.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,c4742822-8665-4be6-8807-c05c8e1a985c,1911,Lincoln Cent Series,Penny,,Average Circulated,$270.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,7ff32472-3d26-4d63-b4e5-ba6936eca046,1912,Lincoln Cent Series,Penny,S,Extremely Fine,$165.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,c7c3f99f-7d8e-408f-927d-7aa486035719,1912,Lincoln Cent Series,Penny,D,Average Circulated,$24.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,8d7c8aed-fcf9-42af-a5b9-2c6bb11c6cd3,1913,Lincoln Cent Series,Penny,S,Very Good,$55.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,d6b8c993-9f20-4324-a32e-4cdcff055d6d,1913,Lincoln Cent Series,Penny,D,Good,$14.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,ead1c9df-1b72-45b7-910d-028879591b18,1918,Lincoln Cent Series,Penny,S,Good,$2.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,a58059c5-70aa-44fe-9bd4-6162006adb2e,1920,Lincoln Cent Series,Penny,D,Average Circulated,$6.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,85417a58-af75-4c3f-b5aa-fc9f00f87fbd,1922,Lincoln Cent Series,Penny,,Fine-15,$1350.00,1,,no D,,
2,Looks like a SET — confirm if individual coin or set record,12ef94f5-55cd-4ace-b9ca-01cebb9b9313,1924,Lincoln Cent Series,Penny,D,Very Fine,$138.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,ce29432f-2208-4919-abfc-9b8a3136b0e4,1924,Lincoln Cent Series,Penny,,Extremely Fine,$23.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,fdfd82b8-a40e-4e58-9917-d5a5dcc4304f,1926,Lincoln Cent Series,Penny,S,Fine,$38.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,bbbd2f7e-646c-44b4-bc23-e7ea6e774591,1927,Lincoln Cent Series,Penny,S,Average Circulated,$8.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,486302cb-14eb-4cc7-9a5c-102901e6e7cd,1930,Lincoln Cent Series,Penny,,About Uncirculated-60,$13.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,7c12a80f-3feb-4c05-8e23-838b135790be,1931,Lincoln Cent Series,Penny,D,Very Fine,$24.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,cb861e0a-d99b-4e57-b212-6e1daab9ab8c,1932,Lincoln Cent Series,Penny,,Very Good,$11.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,da8fe261-d8ff-4a56-a147-16976a655522,1933,Lincoln Cent Series,Penny,,Fine,$12.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,af7c4d27-1357-406a-bb7d-ba01b0c02b43,1935,Lincoln Cent Series,Penny,S,Very Fine,$6.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,329d8ec3-e9d8-4cad-a480-8ad28ba2f619,1937,Lincoln Cent Series,Penny,,Uncirculated,$19.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,6eb56b20-62ae-4943-a2e4-2f47fb149ff1,1937,Lincoln Cent Series,Penny,S,Average Circulated,$1.15,1,,,,
2,Looks like a SET — confirm if individual coin or set record,a81145e7-abcc-43d9-a3c5-18000dda6b79,1937,Lincoln Cent Series,Penny,D,Average Circulated,$1.35,1,,,,
2,Looks like a SET — confirm if individual coin or set record,9732f015-a82d-4730-a168-328374a22850,1938,Lincoln Cent Series,Penny,,Uncirculated,$43.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,af5e7106-d9ae-4d0c-8928-9d893d5c9ec1,1938,Lincoln Cent Series,Penny,D,Average Circulated,$1.15,1,,,,
2,Looks like a SET — confirm if individual coin or set record,1fee85dd-c68b-48ac-a3d4-79e69b193813,1939,Lincoln Cent Series,Penny,,Average Circulated,$1.35,1,,,,
2,Looks like a SET — confirm if individual coin or set record,c157c328-11d3-44c7-b804-d8fe599e9504,1940,Lincoln Cent Series,Penny,,Average Circulated,$0.90,1,,,,
2,Looks like a SET — confirm if individual coin or set record,68bddf80-bc07-4a72-af16-bdf67603209f,1946,Lincoln Cent Series,Penny,,Average Circulated,$0.90,1,,,,
2,Looks like a SET — confirm if individual coin or set record,88898c7f-7a35-4e15-89d0-86a3c802902d,1947,Lincoln Cent Series,Penny,,Uncirculated,$21.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,9c2dc5e7-3cdf-4439-aff7-2c8f557caa4c,1952,Lincoln Cent Series,Penny,S,Average Circulated,$0.70,1,,,,
2,Looks like a SET — confirm if individual coin or set record,2bc25e0e-df84-405f-a0a7-89e6e4c89d5a,1964,Lincoln Cent Series,Penny,,Uncirculated,$0.40,1,,,,
2,Looks like a SET — confirm if individual coin or set record,d8a9ca7c-0ab2-4bf7-a844-6c379cd3fe77,1968,Lincoln Cent Series,Penny,,Uncirculated,$0.40,1,,,,
2,Looks like a SET — confirm if individual coin or set record,281d37da-58d5-47ae-aaa9-cb9fe0e9101f,1970,Lincoln Cent Series,Penny,,Uncirculated,$0.40,1,,,,
2,Looks like a SET — confirm if individual coin or set record,920fe603-5d55-42cf-8be1-1ee10a9b60f3,1970,Lincoln Cent Series,Penny,S,Uncirculated,$117.50,1,,small date,,
2,Looks like a SET — confirm if individual coin or set record,cff19726-14e3-4a8d-874c-8aee49e1e4cb,1971,Lincoln Cent Series,Penny,D,Uncirculated,$0.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,e6325b26-48af-4e6d-905f-c397b04fa6f0,1971,Lincoln Cent Series,Penny,S,Uncirculated,$1.40,1,,,,
2,Looks like a SET — confirm if individual coin or set record,de889372-170f-4e70-9391-b240aaefc3de,1973,Lincoln Cent Series,Penny,,Uncirculated,$0.40,1,,,,
2,Looks like a SET — confirm if individual coin or set record,ba356f2a-feb3-4777-8d4a-4a098a968a82,1975,Lincoln Cent Series,Penny,S,Proof-63,$7.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,4d49862d-7aa1-4ae7-8c61-7811d90ae244,1977,Lincoln Cent Series,Penny,D,Uncirculated,$0.45,1,,,,
2,Looks like a SET — confirm if individual coin or set record,c9364695-e718-4894-baaa-5361144c6218,1977,Lincoln Cent Series,Penny,,Uncirculated,$0.40,1,,,,
2,Looks like a SET — confirm if individual coin or set record,24699d63-4905-4446-b184-6c12f45e7498,1979,Lincoln Cent Series,Penny,S,Proof-63,$8.95,1,,Clear S,,
2,Looks like a SET — confirm if individual coin or set record,643329f6-e7e7-48e6-9fde-0dee358024fb,1981,Lincoln Cent Series,Penny,S,Proof-63,$85.00,1,,Clear S,,
2,Looks like a SET — confirm if individual coin or set record,aa65fce7-c5fa-4979-886c-0194aad3530f,1982,Lincoln Cent Series,Penny,,Uncirculated,$0.80,1,,Variety noted as 'large date'.,,
2,Looks like a SET — confirm if individual coin or set record,f997cace-e165-4ca1-b7c9-bf092bad9e97,1982,Lincoln Cent Series,Penny,D,Uncirculated,$1.00,1,,large date zinc,,
2,Looks like a SET — confirm if individual coin or set record,13db7e15-45fb-4efd-bab5-af200349081e,1983,Lincoln Cent Series,Penny,S,Proof-63,$5.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,a719deff-7ea8-403f-8f0c-9fc540dc683e,1984,Lincoln Cent Series,Penny,D,Uncirculated,$1.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,2f45497c-5297-4aed-9250-074b4f97d877,1985,Lincoln Cent Series,Penny,,Uncirculated,$0.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,0d204bc5-7ab1-468b-a1d7-e58ceeb5587e,1987,Lincoln Cent Series,Penny,,Uncirculated,$0.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,3b2bfc26-6162-4fd1-88d8-aa6b105606fe,1989,Lincoln Cent Series,Penny,D,Uncirculated,$0.80,1,,,,
2,Looks like a SET — confirm if individual coin or set record,b546427a-b337-4274-8470-79e5c78fe6aa,1989,Lincoln Cent Series,Penny,,Proof-63,$11.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,1912fdcd-d5b5-456b-9af5-bee8b67aaea1,1995,Lincoln Cent Series,Penny,D,Uncirculated,$0.80,1,,,,
2,Looks like a SET — confirm if individual coin or set record,45fef7b3-341f-490e-a948-97a8a15b0eed,1995,Lincoln Cent Series,Penny,S,Proof-63,$6.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,e38b7856-dcea-4d37-8b38-be0abdb71ffc,1996,Lincoln Cent Series,Penny,,Uncirculated,$0.80,1,,,,
2,Looks like a SET — confirm if individual coin or set record,33bfe326-5d5f-4957-a9ae-e70bda05835a,1997,Lincoln Cent Series,Penny,,Uncirculated,$0.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,c5273039-48cb-4d57-aa6f-b67d8e7d7541,1997,Lincoln Cent Series,Penny,D,Uncirculated,$0.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,4e22b43f-61a3-49fe-9f85-ced898063993,1999,Lincoln Cent Series,Penny,D,Uncirculated,$0.45,1,,,,
2,Looks like a SET — confirm if individual coin or set record,2b5556d8-d4b6-41b9-b7c7-f50ddbdb2698,2000,Lincoln Cent Series,Penny,D,Uncirculated,$0.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,b70bc601-4fe1-4732-8e5f-99741cceaa0c,2001,Lincoln Cent Series,Penny,,Uncirculated,$0.70,1,,,,
2,Looks like a SET — confirm if individual coin or set record,2b25d9cf-9527-4e6b-94ee-364a6cb9b468,2002,Lincoln Cent Series,Penny,D,Uncirculated,$0.55,1,,,,
2,Looks like a SET — confirm if individual coin or set record,318cfa60-1811-451b-980b-97d0d2976af3,2004,Lincoln Cent Series,Penny,,Uncirculated,$0.40,1,,,,
2,Looks like a SET — confirm if individual coin or set record,f7a6a8ef-b5c2-475c-84a2-797411de3e07,2004,Lincoln Cent Series,Penny,D,Uncirculated,$0.70,1,,,,
2,Looks like a SET — confirm if individual coin or set record,399d0bd2-523c-476e-8408-1a3172ae32e6,2006,Lincoln Cent Series,Penny,D,Uncirculated,$0.30,1,,,,
2,Looks like a SET — confirm if individual coin or set record,6a133179-5f92-42b5-b94d-4585c9d95654,2006,Lincoln Cent Series,Penny,,Uncirculated,$0.75,1,,,,
2,Looks like a SET — confirm if individual coin or set record,d045095e-ee5c-41a7-b538-736e6489b29e,2007,Lincoln Cent Series,Penny,,Uncirculated,$0.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,13f0260d-590e-4963-bcbd-680698b1c2ff,2008,Lincoln Cent Series,Penny,,Uncirculated,$0.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,b463944e-b635-4ceb-8f49-6b251f65a3ac,2008,Lincoln Cent Series,Penny,S,Proof-63,$15.95,1,,,,
2,Looks like a SET — confirm if individual coin or set record,07568748-b66c-4bc0-bd16-e22aeee00cf9,2009,Lincoln Cent Series,Penny,,Uncirculated,$0.30,1,,Features the 'Formative Years' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,104d68aa-0f24-4413-9bde-2258bc23c3bf,2009,Lincoln Cent Series,Penny,,Uncirculated,$0.30,1,,Features the 'Presidency' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,2efa1deb-bab0-4618-8b04-99412c13c295,2009,Lincoln Cent Series,Penny,D,Uncirculated,$0.30,1,,Features the 'Birth and Childhood' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,3e08cb5d-bb33-4ba2-a7b8-b1e7b556a01e,2009,Lincoln Cent Series,Penny,S,Proof-63,$13.95,1,,Features the 'Presidency' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,4a28edba-8cd1-42e9-890a-58e3bdec0e41,2009,Lincoln Cent Series,Penny,S,Proof-63,$13.95,1,,Features the 'Birth and Childhood' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,a3fbce48-45da-4a5a-a264-143a1b0aa4c6,2009,Lincoln Cent Series,Penny,S,Proof-63,$13.95,1,,Features the 'Formative Years' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,b1433774-15b6-43ff-890b-03a43d12c89d,2009,Lincoln Cent Series,Penny,S,Proof-63,$13.95,1,,Features the 'Professional Life' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,b2e730a6-8706-4e30-89b9-feccac316b3c,2009,Lincoln Cent Series,Penny,D,Uncirculated,$0.30,1,,Features the 'Professional Life' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,dbfc98ab-6620-4aa7-8a34-8567b2f456c5,2009,Lincoln Cent Series,Penny,D,Uncirculated,$0.30,1,,Features the 'Formative Years' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,f06190e1-6b79-4b2a-bcca-e119c1bf5ed0,2009,Lincoln Cent Series,Penny,,Uncirculated,$0.30,1,,Features the 'Birth and Childhood' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,f0faba51-e0ab-4cb8-af72-f35c3c81f097,2009,Lincoln Cent Series,Penny,,Uncirculated,$0.30,1,,Features the 'Professional Life' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,fd1bb1c6-f608-4a46-aa65-3a8edc1c23cd,2009,Lincoln Cent Series,Penny,D,Uncirculated,$0.30,1,,Features the 'Presidency' reverse design.,,
2,Looks like a SET — confirm if individual coin or set record,571dd329-0143-49c4-b605-9771cf371166,2012,Lincoln Cent Series,Penny,,Uncirculated,$0.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,735afb54-5a73-4632-b976-e9a84f111fb7,2012,Lincoln Cent Series,Penny,S,Uncirculated,$12.50,1,,,,
2,Looks like a SET — confirm if individual coin or set record,b9f917e0-6382-46de-89ab-35cb7e3c081f,2012,Lincoln Cent Series,Penny,D,Uncirculated,$0.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,034270f3-8db9-4576-889f-e90b5ec58504,2013,Lincoln Cent Series,Penny,,Uncirculated,$0.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,29d1cc5b-4252-4bf3-b179-0f828aae119f,2013,Lincoln Cent Series,Penny,D,Uncirculated,$0.25,1,,,,
2,Looks like a SET — confirm if individual coin or set record,ddf82b21-66ef-409f-bdb3-ef111088b2bc,2013,Lincoln Cent Series,Penny,S,Proof-63,$2.25,1,,,,
2,Missing Year,2e030e4a-0fc2-4428-ba6e-c2da70ad8ae0,,Lincoln Head Wheat Cents,Penny,,Mixed,$73.00,50,,Lot of 50 coins from years 1909-1958.,gs://studio-9101802118-8c9a8-uploads/invoices/ab37fc17-6951-406d-9bf1-51add3fa8dc5_1769971182_Scan_20260128 (16).pdf,
2,Looks like a SET — confirm if individual coin or set record,d8e0fc88-b910-4673-ba46-22d7714c31ed,1909,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set. Total cost for the set: $59.95.,,
2,Looks like a SET — confirm if individual coin or set record,b27893d7-f160-4a17-aa1a-a832bf5a0462,1909-1958,Lincoln Wheat Cent,Lincoln Cent,,Ungraded,44.50,1,,Lot of 25 mixed-year Lincoln Head Wheat Cents from 1909-1958,invoices/queue/e4b6f98a-720f-4f7f-8d6d-e521bc5aee1a_Scan_20260129 (5).pdf,
2,Looks like a SET — confirm if individual coin or set record,8f073ee1-69a7-48d3-913e-24bd2529a459,1910,Lincoln Wheat Cent,Penny,S,Very Good,$429.00,1,,Part of a set of 6 coins.,,
2,Looks like a SET — confirm if individual coin or set record,eb6fb894-3ea5-4805-a265-2dacd871c11a,1910,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,0be2188f-2438-4e6d-95b4-e84ab5da2e8d,1911,Lincoln Wheat Cent,Penny,S,Very Good,,1,,Part of a set of 6 coins. Total cost for the set was $429.00,,
2,Looks like a SET — confirm if individual coin or set record,5cd40f7c-d59c-45f8-9407-9efab573886f,1911,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,53a6bf4b-11a8-49bb-8d50-99166a8048a6,1912,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,bafe1eb3-0b67-438f-9efc-2c1c06719f68,1912,Lincoln Wheat Cent,Penny,S,Very Good,,1,,Part of a set of 6 coins. Total cost for the set was $429.00,,
2,Looks like a SET — confirm if individual coin or set record,2334443b-014a-4a00-8866-3dc297fb6e35,1913,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,b83715dd-4f1c-4e04-b0de-a9d2fc33949e,1913,Lincoln Wheat Cent,Penny,S,Very Good,,1,,Part of a set of 6 coins. Total cost for the set was $429.00,,
2,Looks like a SET — confirm if individual coin or set record,9f53f600-dcb9-42f3-aeec-2819c9f9f04c,1914,Lincoln Wheat Cent,Penny,S,Very Good,,1,,Part of a set of 6 coins. Total cost for the set was $429.00,,
2,Looks like a SET — confirm if individual coin or set record,e5f9bab6-4322-44c6-83d8-c866ad763507,1914,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,583f7a87-e11d-4ef5-91f2-b69568476281,1915,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,bc50e40f-f013-4637-a5bf-a1e1a40defa0,1915,Lincoln Wheat Cent,Penny,S,Very Good,,1,,Part of a set of 6 coins. Total cost for the set was $429.00,,
2,Looks like a SET — confirm if individual coin or set record,fdb53103-16cf-4500-ad3b-d5bef8a70d7a,1916,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,1324b69d-a3f7-4de6-9392-545237d6617e,1917,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,85879512-c371-4a84-8349-76611f4dc35f,1918,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set. Total cost for the set (if applicable,,
2,Looks like a SET — confirm if individual coin or set record,c10d4a63-6f03-443b-a3cf-0f1c0e089bc7,1919,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,13ecf784-38f6-48b3-831c-58135fa61e46,1920,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,688f52ee-75b4-4166-b3ef-2643f1c932c3,1921,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,d1bcfb75-9715-48ca-80e7-a0c0465814f7,1922,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,4d217db5-34eb-43f5-a630-18cc4483ce4d,1923,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,026384a0-8178-45bb-a817-beb1adb2c873,1924,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,6bb57f62-135e-4882-98b4-3cc768aa0def,1925,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,0bd881f7-0178-4101-8d4e-21f1f7f8af3e,1926,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,97203c8c-804f-4fc9-9f9a-3d25d1998563,1927,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,8f45bd0d-d10d-4baa-90f6-71aec29d37d3,1928,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,93c59113-1c4b-4d10-a56c-bbee45b3664a,1929,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,14ad7a61-eed5-4acc-82de-7a498aace9f9,1930,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,44f11c0a-be67-4f33-8cb0-450c077ab2bb,1931,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,55c9e659-fc7a-4961-b11a-7e728c2876af,1932,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,c75f60f1-7a39-4e9a-bf4e-7d7bb54e6f95,1933,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,16fb03b2-d6b0-409c-96a5-5712e7f89add,1934,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,0e1883bf-430e-4d3c-970a-154252766685,1935,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,c7c3085d-62bc-475f-90ee-d40604e7497f,1936,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,400d1399-109f-4523-a081-0c0a4e1e17b5,1937,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,9c40597f-8878-4778-9005-6e87cdda0fd0,1938,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,e6f9dfda-d001-4345-ba7a-4e6a32edca8f,1939,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,b7d536dc-ec04-4265-8c2e-42e441b01a77,1940,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,d14fc273-2ede-4c24-b525-6bfa54f1c8b0,1941,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,2ceb5339-a305-4a50-95a5-f70a2220240a,1942,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,f0f7b248-c16d-4a33-a36f-a1c76d5d84ea,1943,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set. This is a steel cent (aka 'steelie' o,,
2,Looks like a SET — confirm if individual coin or set record,80afb77c-1ad0-4e7e-8fa0-252cdb34d348,1944,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,c696a278-8953-4f0f-bf71-b1d69353ec96,1945,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,eaad2d1c-70ac-4536-90fa-0c7a5f0c6ba0,1946,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
