doc_key,year,mint,program,subject,side,public_url,attribution,source_tier,source_label
1937_cent_obverse,1937,,cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Obverses_of_United_States_cents/Both_sides_of_United_States_cents/1937-Wheat-Penny-Front-Back_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1938_jefferson-nickel_obverse,1938,,jefferson-nickel,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1938-5C-Jefferson_Nickel_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1939_D_kennedy-half-dollar_obverse,1939,D,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Commemorative_half_dollars_of_the_United_States/Oregon_Trail_Memorial_half_dollar/1939-D_50C_Oregon__28obv_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1939_D_kennedy-half-dollar_reverse,1939,D,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Commemorative_half_dollars_of_the_United_States/Oregon_Trail_Memorial_half_dollar/1939-D_50C_Oregon__28rev_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1940_S_walking-liberty_obverse,1940,S,walking-liberty,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Walking_Liberty_half_dollars/1940-S_Walking_Liberty_half_dollar_weakly_struck_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1941_dollar_obverse,1941,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/Usa-1-4-dollar-1941.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1942_mercury-dime_obverse,1942,,mercury-dime,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_dimes/Mercury_dimes/1942-Mercury-Dime-Obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1942_mercury-dime_reverse,1942,,mercury-dime,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_dimes/Mercury_dimes/1942-Mercury-Dime-Reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1942_nickel_reverse,1942,,nickel,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/nickel/1942-philadelphia-nickel-reverse.jpg,,2,Numista Reference Library
1943_cent_obverse,1943,,cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/penny/1943-steel-penny-obverse.jpg,,2,Numista Reference Library
1943_cent_reverse,1943,,cent,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/penny/1943-penny-reverse.jpg,,2,Numista Reference Library
1943_lincoln-cent_obverse,1943,,lincoln-cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Coins__NNC_/NNC-US-1943-1C-Lincoln_Cent__28wheat_2C_zinc-coated_steel_29_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1944_D_cent_obverse,1944,D,cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Obverses_of_United_States_cents/1944-D_steel_cent.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1945_P_nickel_reverse,1945,P,nickel,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_nickels/Jefferson_nickel/Wartime_Jefferson_nickel/1945-P-Jefferson-War-Nickel-Reverse.JPG,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1946_dime_obverse,1946,,dime,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_dimes/Usa-1-dime-1946.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1946_kennedy-half-dollar_obverse,1946,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1946-booker-t-washington-commemorative-silver-half-dollar-coin-obverse.jpg,,2,Numista Reference Library
1946_kennedy-half-dollar_reverse,1946,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1946-iowa-statehood-centennial-commemorative-silver-half-dollar-coin-reverse.jpg,,2,Numista Reference Library
1947_nickel_obverse,1947,,nickel,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_nickels/Usa-5-cents-1947.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1950_D_kennedy-half-dollar_obverse,1950,D,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Franklin_half_dollar/1950-D_50C__28Full_Bell_Lines_29__28obv_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1950_D_kennedy-half-dollar_reverse,1950,D,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Franklin_half_dollar/1950-D_50C__28Full_Bell_Lines_29__28rev_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1952_W_kennedy-half-dollar_obverse,1952,W,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1952-george-w-carver-booker-t-washington-commemorative-silver-half-dollar-coin-obverse.jpg,,2,Numista Reference Library
1954_cent_obverse,1954,,cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Usa-1-cent-1954.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1961_dollar_obverse,1961,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Usa-1-4-dollar-1961.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1963_kennedy-half-dollar_obverse,1963,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Usa-1-2-dollar-1963.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1963_kennedy-half-dollar_reverse,1963,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/half_dollar/franklin-half-dollar-reverse-1963.jpg,,2,Numista Reference Library
1964_dime_obverse,1964,,dime,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_dimes/Usa-1-dime-1964.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1974_bicentennial_obverse,1974,,bicentennial,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/bicentennial/1974-Gerald-Ford-Mary-Brooks-First-Strike.jpg,,2,Numista Reference Library
1975_bicentennial_obverse,1975,,bicentennial,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/bicentennial_coins/1975-1976%20bicentennial%20quarter%20obverse.jpg,,2,Numista Reference Library
1975_kennedy-half-dollar_obverse,1975,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/half_dollar/1975-1975%20kennedy%20half%20dollar%20obverse.jpg,,2,Numista Reference Library
1976_S_kennedy-half-dollar_obverse,1976,S,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Kennedy_half_dollar/1976-S_50C_Clad_Deep_Cameo__28obv_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1976_S_kennedy-half-dollar_reverse,1976,S,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Kennedy_half_dollar/1976-S_50C_Clad_Deep_Cameo__28rev_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1976_bicentennial_obverse,1976,,bicentennial,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/bicentennial/1976-william-washington-medal-obverse2000x2000.jpg,,2,Numista Reference Library
1976_bicentennial_reverse,1976,,bicentennial,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/generic_quarters/1976-bicentennial-quarter-reverse.jpg,,2,Numista Reference Library
1976_dollar_obverse,1976,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/dollar/1976-eisenhower-dollar-obverse.jpg,,2,Numista Reference Library
1976_kennedy-half-dollar_reverse,1976,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/half_dollar/1976-bicentennial-half-dollar-reverse.jpg,,2,Numista Reference Library
1976_morgan-dollar_obverse,1976,,morgan-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/bicentennial/1976-daniel-morgan-medal-obverse2000x2000.jpg,,2,Numista Reference Library
1976_morgan-dollar_reverse,1976,,morgan-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/bicentennial/1976-daniel-morgan-medal-reverse2000x2000.jpg,,2,Numista Reference Library
1981_S_dollar_obverse,1981,S,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Susan_B._Anthony_dollar/1981-S_SBA_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1981_S_dollar_reverse,1981,S,dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Susan_B._Anthony_dollar/1981-S_SBA_24_Type_Two_Deep_Cameo_reverse__28cropped_29.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1982_kennedy-half-dollar_obverse,1982,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1982-george-washington-commemorative-clad-half-dollar-obverse-2000x2000.jpg,,2,Numista Reference Library
1982_kennedy-half-dollar_reverse,1982,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1982-george-washington-commemorative-clad-half-dollar-reverse-2000x2000.jpg,,2,Numista Reference Library
1983_olympic_commemorative_obverse,1983,,commemorative,olympic,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1983-olympics-Los-Angeles-dollar-discus-throw-commemorative-silver-dollar-proof-obverse.jpg,,2,Numista Reference Library
1983_olympic_commemorative_reverse,1983,,commemorative,olympic,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1983-olympics-Los-Angeles-dollar-discus-throw-commemorative-silver-dollar-proof-reverse.jpg,,2,Numista Reference Library
1984_olympic_commemorative_obverse,1984,,commemorative,olympic,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1984-olympics-los-angeles-runners-commemorative-gold-ten-dollar-proof-obverse.jpg,,2,Numista Reference Library
1984_olympic_commemorative_reverse,1984,,commemorative,olympic,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1984-olympics-los-angeles-runners-commemorative-gold-ten-dollar-proof-reverse.jpg,,2,Numista Reference Library
1986_commemorative_obverse,1986,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1986-statue-of-liberty-silver-dollar-proof-obverse.jpg,,2,Numista Reference Library
1986_commemorative_reverse,1986,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1986-statue-of-liberty-silver-dollar-proof-reverse.jpg,,2,Numista Reference Library
1986_kennedy-half-dollar_obverse,1986,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1986-statue-of-liberty-commemorative-clad-half-dollar-obverse-2000x2000.jpg,,2,Numista Reference Library
1986_kennedy-half-dollar_reverse,1986,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Commemorative_half_dollars_of_the_United_States/Statue_of_Liberty_half_dollar/1986-US-Liberty-Half-Rev.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1987_S_commemorative_obverse,1987,S,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/1987-S_Proof_Constitution_Commemorative_Silver_Dollar__241_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1987_bicentennial_obverse,1987,,bicentennial,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1987-constitution-bicentennial-silver-dollar-proof-obverse.jpg,,2,Numista Reference Library
1987_bicentennial_reverse,1987,,bicentennial,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1987-constitution-bicentennial-silver-dollar-proof-reverse.jpg,,2,Numista Reference Library
1988_olympic_commemorative_obverse,1988,,commemorative,olympic,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1988-olympics-seoul-korea-gold-fivedollar-uncirculated-obverse.jpg,,2,Numista Reference Library
1988_olympic_commemorative_reverse,1988,,commemorative,olympic,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1988-olympics-seoul-korea-gold-fivedollar-uncirculated-reverse.jpg,,2,Numista Reference Library
1989_bicentennial_obverse,1989,,bicentennial,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1989-congress-bicentennial-gold-obverse-2000x2000.jpg,,2,Numista Reference Library
1989_bicentennial_reverse,1989,,bicentennial,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1989-congress-bicentennial-gold-reverse-2000x2000.jpg,,2,Numista Reference Library
1989_kennedy-half-dollar_obverse,1989,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1989-congress-bicentennial-commemorative-clad-half-dollar-obverse-2000x2000.jpg,,2,Numista Reference Library
1989_kennedy-half-dollar_reverse,1989,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1989-congress-bicentennial-commemorative-clad-half-dollar-reverse-2000x2000.jpg,,2,Numista Reference Library
1990_cent_obverse,1990,,cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Obverses_of_United_States_cents/1990-issue_US_Penny_obverse_trans.png,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1990_eisenhower_commemorative_obverse,1990,,commemorative,eisenhower,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1990-eisenhower-obverse-2000x2000.jpg,,2,Numista Reference Library
1990_eisenhower_commemorative_reverse,1990,,commemorative,eisenhower,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1990-eisenhower-reverse-2000x2000.jpg,,2,Numista Reference Library
1991_commemorative_obverse,1991,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1991-wwii-gold-obverse-2000x2000.jpg,,2,Numista Reference Library
1991_commemorative_reverse,1991,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1991-wwii-gold-reverse-2000x2000.jpg,,2,Numista Reference Library
1991_dollar_obverse,1991,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Commemorative_United_States_dollar_coins/Commemorative_silver_dollars_of_the_United_States/World_War_II_50th_Anniversary_silver_dollar/1991-1995_WWII_dollar_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1991_dollar_reverse,1991,,dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Commemorative_United_States_dollar_coins/Commemorative_silver_dollars_of_the_United_States/World_War_II_50th_Anniversary_silver_dollar/1991-1995_WWII_dollar_reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1991_kennedy-half-dollar_obverse,1991,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Commemorative_half_dollars_of_the_United_States/World_War_II_50th_Anniversary_half_dollar/1991-1995_World_War_II_Half_Dollar_Obverse_and_Reverse_RIGHT.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1991_kennedy-half-dollar_reverse,1991,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Commemorative_half_dollars_of_the_United_States/Mount_Rushmore_Anniversary_half_dollar/1991-US-Rushmore-Half-Rev.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1992_commemorative_obverse,1992,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1992-christopher-columbus-commemorative-silver-proof-obverse-2000x2000.jpg,,2,Numista Reference Library
1992_commemorative_reverse,1992,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1992-christopher-columbus-commemorative-silver-proof-reverse-2000x2000.jpg,,2,Numista Reference Library
1992_kennedy-half-dollar_obverse,1992,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1992-olympics-france-and-spain-commemorative-clad-half-dollar-proof-obverse-768x768.jpg,,2,Numista Reference Library
1992_kennedy-half-dollar_reverse,1992,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1992-olympics-france-and-spain-commemorative-clad-half-dollar-proof-reverse-768x768.jpg,,2,Numista Reference Library
1992_olympic_commemorative_obverse,1992,,commemorative,olympic,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1992-olympics-france-and-spain-commemorative-silver-one-dollar-proof-obverse.jpg,,2,Numista Reference Library
1992_olympic_commemorative_reverse,1992,,commemorative,olympic,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1992-olympics-france-and-spain-commemorative-silver-one-dollar-proof-reverse.jpg,,2,Numista Reference Library
1993_commemorative_obverse,1993,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1993-world-war-ii-silver-dollar-obverse-2000x2000.jpg,,2,Numista Reference Library
1993_commemorative_reverse,1993,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1993-world-war-ii-silver-dollar-reverse-2000x2000.jpg,,2,Numista Reference Library
1993_jefferson_commemorative_obverse,1993,,commemorative,jefferson,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1993-thomas-jefferson-two-hundred-fiftieth-anniversary-silver-dollar-obverse.jpg,,2,Numista Reference Library
1993_jefferson_commemorative_reverse,1993,,commemorative,jefferson,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1993-thomas-jefferson-two-hundred-fiftieth-anniversary-silver-dollar-reverse.jpg,,2,Numista Reference Library
1993_kennedy-half-dollar_obverse,1993,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1993-bill-of-rights-clad-half-dollar-obverse-2000x2000.jpg,,2,Numista Reference Library
1993_kennedy-half-dollar_reverse,1993,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1993-bill-of-rights-clad-half-dollar-reverse-2000x2000.jpg,,2,Numista Reference Library
1994_P_quarter_obverse,1994,P,quarter,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/Obverses_of_Washington_quarters/1994-P_Washington_quarter_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1994_commemorative_obverse,1994,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1994-women-in-military-service-for-america-commemorative-silver-one-dollar-proof-obverse.jpg,,2,Numista Reference Library
1994_commemorative_reverse,1994,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1994-women-in-military-service-for-america-commemorative-silver-one-dollar-proof-reverse.jpg,,2,Numista Reference Library
1994_kennedy-half-dollar_obverse,1994,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1994-World-Cup-Half-Dollar-Proof-Obverse.jpg,,2,Numista Reference Library
1994_kennedy-half-dollar_reverse,1994,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1994-World-Cup-Half-Dollar-Proof-Reverse.jpg,,2,Numista Reference Library
1995_commemorative_obverse,1995,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1995-civil-war-battlefield-silver-dollar-proof-obverse-1200x1200.jpg,,2,Numista Reference Library
1995_commemorative_reverse,1995,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1995-civil-war-battlefield-silver-dollar-proof-reverse-1200x1200.jpg,,2,Numista Reference Library
1995_kennedy-half-dollar_obverse,1995,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1995-civil-war-battlefield-commemorative-clad-half-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
1995_kennedy-half-dollar_reverse,1995,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1995-civil-war-battlefield-commemorative-clad-half-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
1995_olympic_commemorative_obverse,1995,,commemorative,olympic,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1995-special-olympics-world-games-commemorative-silver-one-dollar-proof-obverse.jpg,,2,Numista Reference Library
1995_olympic_commemorative_reverse,1995,,commemorative,olympic,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1995-special-olympics-world-games-commemorative-silver-one-dollar-proof-reverse.jpg,,2,Numista Reference Library
1996_W_dime_obverse,1996,W,dime,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_dimes/Roosevelt_dimes/1996-W_Roosevelt_dime_obverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1996_commemorative_obverse,1996,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1996-smithsonian-institution-commemorative-silver-one-dollar-proof-obverse.jpg,,2,Numista Reference Library
1996_commemorative_reverse,1996,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1996-smithsonian-institution-commemorative-silver-one-dollar-proof-reverse.jpg,,2,Numista Reference Library
1996_dollar_obverse,1996,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Dollar_coins_of_the_United_States/Eisenhower_dollar/Eisenhower_dollar_obverse_1776-1996.png,Wikimedia Commons / Public Domain,3,Wikimedia Commons
1996_kennedy-half-dollar_obverse,1996,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1996-Olympics-Swimming-Half-Dollar-Obverse.jpg,,2,Numista Reference Library
1996_kennedy-half-dollar_reverse,1996,,kennedy-half-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1996-Olympics-Swimming-Half-Dollar-Reverse.jpg,,2,Numista Reference Library
1996_olympic_commemorative_obverse,1996,,commemorative,olympic,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1996-olympics-cauldron-gold-five-dollar-proof-obverse.jpg,,2,Numista Reference Library
1996_olympic_commemorative_reverse,1996,,commemorative,olympic,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1996-olympics-cauldron-gold-five-dollar-proof-reverse.jpg,,2,Numista Reference Library
1997_american_eagle_obverse,1997,,american_eagle,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/1997-platinum-proof-obverse.jpg,,2,Numista Reference Library
1997_commemorative_obverse,1997,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1997-united-states-botanic-garden-commemorative-silver-one-dollar-proof-obverse.jpg,,2,Numista Reference Library
1997_commemorative_reverse,1997,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1997-united-states-botanic-garden-commemorative-silver-one-dollar-proof-reverse.jpg,,2,Numista Reference Library
1997_roosevelt_commemorative_obverse,1997,,commemorative,roosevelt,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1997-franklin-delano-roosevelt-commemorative-gold-five-dollar-proof-obverse.jpg,,2,Numista Reference Library
1997_roosevelt_commemorative_reverse,1997,,commemorative,roosevelt,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1997-franklin-delano-roosevelt-commemorative-gold-five-dollar-proof-reverse.jpg,,2,Numista Reference Library
1998_american-eagle-platinum_reverse,1998,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/1998-american-eagle-platinum-proof-coin-reverse.jpg,,2,Numista Reference Library
1998_commemorative_obverse,1998,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1998-black-patriots-commem-obverse1000x1000.jpg,,2,Numista Reference Library
1998_commemorative_reverse,1998,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1998-black-patriots-commem-reverse1000x1000.jpg,,2,Numista Reference Library
1998_kennedy_commemorative_obverse,1998,,commemorative,kennedy,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1998-robert-francis-kennedy-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
1998_kennedy_commemorative_reverse,1998,,commemorative,kennedy,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1998-robert-francis-kennedy-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
1999_american-eagle-platinum_reverse,1999,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/1999-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
1999_connecticut_50-state-quarters_reverse,1999,,50-state-quarters,connecticut,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/1999-50-state-quarters-coin-connecticut-uncirculated-reverse.jpg,,2,Numista Reference Library
